,file_name,USER_NUMBER,begin,end,wrong_word,correct_word,process,main_category,sub_category_1,sub_category_2
31,n_dialog_11_30.txt,4011744020,462,471,بیاخوشحال,بیا خوشحال,Replacement,Form,Boundary,Merging
32,n_dialog_11_30.txt,4011744020,475,478,شوم,شوم.,Omission,Punctuation,None,None
33,n_dialog_11_30.txt,4011744020,483,488,امدید,آمدید.,Omission,Diacritic signs,Madd,None
34,n_dialog_11_30.txt,4011744020,483,488,امدید,آمدید.,Omission,Punctuation,None,None
35,n_dialog_11_30.txt,4011744020,490,494,محمد,محمّد,Omission,Diacritic signs,Tashdid,None
36,n_dialog_11_30.txt,4011744020,496,499,اقا,آقا,Omission,Diacritic signs,Madd,None
37,n_dialog_11_30.txt,4011744020,528,533,بینمت,بینمت.,Omission,Punctuation,None,None
38,n_dialog_11_30.txt,4011744020,547,551,الله,اللّه.,Omission,Punctuation,None,None
39,n_dialog_11_30.txt,4011744020,553,557,محمد,محمّد,Omission,Diacritic signs,Tashdid,None
40,n_dialog_11_30.txt,4011744020,562,566,الان,الآن,Omission,Diacritic signs,Tanwin,None
41,n_dialog_11_30.txt,4011744020,572,576,بروم,بروم.,Omission,Punctuation,None,None
42,n_dialog_11_30.txt,4011744020,577,584,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
43,n_dialog_11_30.txt,4011744020,591,598,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
0,n_dialog_11_49.txt,4011744020,116,117,م,من,Omission,Main signs,Consonants,ن
1,n_dialog_11_49.txt,4011744020,200,204,امین,امین،,Omission,Punctuation,None,None
2,n_dialog_11_49.txt,4011744020,335,339,کلاس,کلاس،,Omission,Punctuation,None,None
3,n_dialog_11_49.txt,4011744020,371,375,کلاس,کلاس،,Omission,Punctuation,None,None
4,n_dialog_11_49.txt,4011744020,406,414,ورزش گاه,ورزشگاه,Replacement,Form,Boundary,Splitting
5,n_dialog_11_49.txt,4011744020,417,425,خواب گاه,خوابگاه,Replacement,Form,Boundary,Splitting
6,n_dialog_11_49.txt,4011744020,626,633,می کنیم,می‌کنیم.,Omission,Punctuation,None,None
7,n_dialog_11_49.txt,4011744020,682,683,،,؛,Replacement,Punctuation,None,None
8,n_dialog_11_49.txt,4011744020,746,747,،,؛,Replacement,Punctuation,None,None
0,n_dialog_11_7.txt,4011714021,25,29,مذکر,مذکّر,Omission,Diacritic signs,Tashdid,None
1,n_dialog_11_7.txt,4011714021,83,87,بودم,بودم.,Omission,Punctuation,None,None
2,n_dialog_11_7.txt,4011714021,131,136,آمدید,آمدید،,Omission,Punctuation,None,None
3,n_dialog_11_7.txt,4011714021,228,230,مه,نه,Replacement,Main signs,Consonants,ن
4,n_dialog_11_7.txt,4011714021,245,248,نیت,نیست,Omission,Main signs,Consonants,س
5,n_dialog_11_7.txt,4011714021,335,339,تمام,تمام،,Omission,Punctuation,None,None
6,n_dialog_11_7.txt,4011714021,388,393,ندارد,ندارد.,Omission,Punctuation,None,None
7,n_dialog_11_7.txt,4011714021,400,406,متشکرم,متشکّرم،,Omission,Diacritic signs,Tashdid,None
8,n_dialog_11_7.txt,4011714021,400,406,متشکرم,متشکّرم،,Omission,Punctuation,None,None
9,n_dialog_11_7.txt,4011714021,407,414,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
10,n_dialog_11_7.txt,4011714021,425,432,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
0,n_dialog_13_34.txt,4011744020,60,64,عزیم,عزیزم,Omission,Main signs,Consonants,ز
1,n_dialog_13_34.txt,4011744020,60,64,عزیم,عزیزم.,Omission,Punctuation,None,None
2,n_dialog_13_34.txt,4011744020,79,83,سلام,سلام.,Omission,Punctuation,None,None
3,n_dialog_13_34.txt,4011744020,140,144,جوبم,خوبم,Replacement,Main signs,Consonants,خ
4,n_dialog_13_34.txt,4011744020,140,144,جوبم,خوبم،,Omission,Punctuation,None,None
5,n_dialog_13_34.txt,4011744020,151,154,لله,للّه.,Omission,Punctuation,None,None
6,n_dialog_13_34.txt,4011744020,204,207,خوب,خب,Replacement,Main signs,Vowels,Long vowels
7,n_dialog_13_34.txt,4011744020,213,214,-,!,Replacement,Punctuation,None,None
8,n_dialog_13_34.txt,4011744020,222,225,کست,کیست,Replacement,Main signs,Vowels,Short vowels
9,n_dialog_13_34.txt,4011744020,245,250,شیطان,شیطان،,Omission,Punctuation,None,None
10,n_dialog_13_34.txt,4011744020,279,282,خلف,خلق,Replacement,Main signs,Consonants,ق
11,n_dialog_13_34.txt,4011744020,289,292,است,است.,Omission,Punctuation,None,None
12,n_dialog_13_34.txt,4011744020,294,297,ایا,آیا,Omission,Diacritic signs,Madd,None
13,n_dialog_13_34.txt,4011744020,325,327,نه,نه،,Omission,Punctuation,None,None
14,n_dialog_13_34.txt,4011744020,342,345,است,است.,Omission,Punctuation,None,None
15,n_dialog_13_34.txt,4011744020,416,419,کید,کند,Replacement,Main signs,Consonants,ن
16,n_dialog_13_34.txt,4011744020,416,419,کید,کند.,Omission,Punctuation,None,None
17,n_dialog_13_34.txt,4011744020,421,427,ببخشید,ببخشید،,Omission,Punctuation,None,None
18,n_dialog_13_34.txt,4011744020,462,467,هنگام,هنگامی,Replacement,Main signs,Vowels,Short vowels
19,n_dialog_13_34.txt,4011744020,486,489,بوب,بود,Replacement,Main signs,Consonants,د
20,n_dialog_13_34.txt,4011744020,496,503,نزدهعیو,نزد عیو,Replacement,Form,Boundary,Merging
21,n_dialog_13_34.txt,4011744020,496,503,نزدهعیو,نزد عیو,ADD,Main signs,Consonants,None
22,n_dialog_13_34.txt,4011744020,504,507,رفت,رفته,Omission,Main signs,Consonants,هـ
23,n_dialog_13_34.txt,4011744020,514,517,گفت,گفته:«,Omission,Punctuation,None,None
24,n_dialog_13_34.txt,4011744020,514,517,گفت,گفته:«,Omission,Punctuation,None,None
25,n_dialog_13_34.txt,4011744020,541,542,؟,؟»,Omission,Punctuation,None,None
26,n_dialog_13_34.txt,4011744020,544,550,عیوگفت,عیو گفت,Replacement,Form,Boundary,Merging
27,n_dialog_13_34.txt,4011744020,547,550,گفت,گفت:«,Omission,Punctuation,None,None
28,n_dialog_13_34.txt,4011744020,547,550,گفت,گفت:«,Omission,Punctuation,None,None
29,n_dialog_13_34.txt,4011744020,561,564,گفت,گفت:,Omission,Punctuation,None,None
30,n_dialog_13_34.txt,4011744020,565,570,نزدیخ,نزدیک,Replacement,Main signs,Consonants,ک
31,n_dialog_13_34.txt,4011744020,585,590,نخورد,نخور,ADD,Main signs,Consonants,None
32,n_dialog_13_34.txt,4011744020,585,590,نخورد,نخور!»,Omission,Punctuation,None,None
33,n_dialog_13_34.txt,4011744020,585,590,نخورد,نخور!»,Omission,Punctuation,None,None
34,n_dialog_13_34.txt,4011744020,610,613,گفت,گفت:«,Omission,Punctuation,None,None
35,n_dialog_13_34.txt,4011744020,610,613,گفت,گفت:«,Omission,Punctuation,None,None
36,n_dialog_13_34.txt,4011744020,614,616,نه,نه،,Omission,Punctuation,None,None
37,n_dialog_13_34.txt,4011744020,659,662,چرا,چرا؟,Omission,Punctuation,None,None
38,n_dialog_13_34.txt,4011744020,701,702,.,.»,Omission,Punctuation,None,None
39,n_dialog_13_34.txt,4011744020,723,726,کرد,کرد؛,Omission,Punctuation,None,None
40,n_dialog_13_34.txt,4011744020,735,741,دورسته,درسته,Replacement,Main signs,Vowels,Long vowels
41,n_dialog_13_34.txt,4011744020,742,746,بعدا,بعداً,Omission,Diacritic signs,Tanwin,None
42,n_dialog_13_34.txt,4011744020,747,753,عیورفت,عیو رفت,Replacement,Form,Boundary,Splitting
43,n_dialog_13_34.txt,4011744020,763,767,چنید,چید,ADD,Main signs,Consonants,None
44,n_dialog_13_34.txt,4011744020,781,783,چی,چه,Replacement,Main signs,Consonants,هـ
45,n_dialog_13_34.txt,4011744020,803,806,است,است؟,Omission,Punctuation,None,None
0,n_dialog_13_42.txt,4011744020,66,70,مادر,مادر،,Omission,Punctuation,None,None
1,n_dialog_13_42.txt,4011744020,71,75,خوبی,خوبی؟,Omission,Punctuation,None,None
2,n_dialog_13_42.txt,4011744020,96,105,الحمدالله,الحمدللّه,Replacement,Main signs,Vowels,Long vowels
3,n_dialog_13_42.txt,4011744020,106,110,خوبم,خوبم.,Omission,Punctuation,None,None
4,n_dialog_13_42.txt,4011744020,122,131,الحمدالله,الحمدالله،,Omission,Punctuation,None,None
5,n_dialog_13_42.txt,4011744020,135,139,خوبم,خوبم.,Omission,Punctuation,None,None
6,n_dialog_13_42.txt,4011744020,157,161,بزرگ,بزرگت,Omission,Main signs,Consonants,ت
7,n_dialog_13_42.txt,4011744020,162,168,اذدواج,ازدواج,Replacement,Main signs,Consonants,ز
8,n_dialog_13_42.txt,4011744020,174,177,است,است.,Omission,Punctuation,None,None
9,n_dialog_13_42.txt,4011744020,186,189,بله,بله،,Omission,Punctuation,None,None
10,n_dialog_13_42.txt,4011744020,201,207,اذدواج,ازدواج,Replacement,Main signs,Consonants,ز
11,n_dialog_13_42.txt,4011744020,298,302,نذدی,نزدی,Replacement,Main signs,Consonants,ز
12,n_dialog_13_42.txt,4011744020,303,306,شما,شما؟,Omission,Punctuation,None,None
13,n_dialog_13_42.txt,4011744020,411,414,بود,بود.,Omission,Punctuation,None,None
14,n_dialog_13_42.txt,4011744020,427,431,بزرگ,بزرگت,Omission,Main signs,Consonants,ت
15,n_dialog_13_42.txt,4011744020,445,449,خونه,خانه,Replacement,Main signs,Consonants,None
16,n_dialog_13_42.txt,4011744020,450,452,ام,؛است,Replacement,Main signs,Consonants,س
17,n_dialog_13_42.txt,4011744020,450,452,ام,است؛,Omission,Main signs,Consonants,ت
18,n_dialog_13_42.txt,4011744020,450,452,ام,است؛,Omission,Punctuation,None,None
19,n_dialog_13_42.txt,4011744020,465,466,.,!,Replacement,Punctuation,None,None
20,n_dialog_13_42.txt,4011744020,468,471,بله,بله؟,Omission,Punctuation,None,None
21,n_dialog_13_42.txt,4011744020,477,482,خواهر,خواهر،,Omission,Punctuation,None,None
22,n_dialog_13_42.txt,4011744020,483,487,خوبی,خوبی؟,Omission,Punctuation,None,None
23,n_dialog_13_42.txt,4011744020,493,498,باشید,باشید.,Omission,Punctuation,None,None
24,n_dialog_13_42.txt,4011744020,516,522,اذدواج,ازدواج,Replacement,Main signs,Consonants,ز
25,n_dialog_13_42.txt,4011744020,530,533,است,اید,Replacement,Main signs,Consonants,س
26,n_dialog_13_42.txt,4011744020,530,533,است,اید,Replacement,Main signs,Consonants,د
27,n_dialog_13_42.txt,4011744020,533,534,؟,.,Replacement,Punctuation,None,None
28,n_dialog_13_42.txt,4011744020,575,579,سلام,السّلام,Omission,Form,Alif Lam,None
29,n_dialog_13_42.txt,4011744020,575,579,سلام,السّلام,Omission,Diacritic signs,Tashdid,None
30,n_dialog_13_42.txt,4011744020,575,579,سلام,السّلام.,Omission,Punctuation,None,None
31,n_dialog_13_42.txt,4011744020,580,583,بله,بله،,Omission,Punctuation,None,None
32,n_dialog_13_42.txt,4011744020,637,643,اذدواج,ازدواج,Replacement,Main signs,Consonants,ز
33,n_dialog_13_42.txt,4011744020,716,720,کردم,کردم؛,Omission,Punctuation,None,None
34,n_dialog_13_42.txt,4011744020,733,736,خوب,خوبی,Replacement,Main signs,Vowels,Short vowels
35,n_dialog_13_42.txt,4011744020,743,752,الحمدالله,الحمدللّه,Replacement,Main signs,Vowels,Short vowels
36,n_dialog_13_42.txt,4011744020,743,752,الحمدالله,الحمدللّه.,Omission,Punctuation,None,None
37,n_dialog_13_42.txt,4011744020,774,777,است,است.,Omission,Punctuation,None,None
38,n_dialog_13_42.txt,4011744020,838,843,انشاء,ان شاء,Replacement,Form,Boundary,Merging
39,n_dialog_13_42.txt,4011744020,923,924,.,؟,Replacement,Punctuation,None,None
40,n_dialog_13_42.txt,4011744020,926,931,انشاء,ان شاء,Replacement,Form,Boundary,Merging
41,n_dialog_13_42.txt,4011744020,932,936,الله,اللّه،,Omission,Punctuation,None,None
42,n_dialog_13_42.txt,4011744020,969,972,بیا,بیا!,Omission,Punctuation,None,None
43,n_dialog_13_42.txt,4011744020,1053,1056,آیی,آیی،,Omission,Punctuation,None,None
44,n_dialog_13_42.txt,4011744020,1081,1086,کجاست,کجاست؟,Omission,Punctuation,None,None
45,n_dialog_13_42.txt,4011744020,1095,1099,کوچک,کوچکت,Omission,Main signs,Consonants,ت
46,n_dialog_13_42.txt,4011744020,1106,1109,است,است؟,Omission,Punctuation,None,None
47,n_dialog_13_42.txt,4011744020,1151,1155,کوچک,کوچکم,Omission,Main signs,Consonants,م
48,n_dialog_13_42.txt,4011744020,1166,1172,نیستیم,نیستند,Replacement,Main signs,Consonants,ن
49,n_dialog_13_42.txt,4011744020,1166,1172,نیستیم,نیستند,Replacement,Main signs,Consonants,د
50,n_dialog_13_42.txt,4011744020,1187,1188,.,؟,Omission,Punctuation,None,None
51,n_dialog_13_42.txt,4011744020,1216,1217,:,.,Replacement,Punctuation,None,None
52,n_dialog_13_42.txt,4011744020,1225,1229,دیگه,دیگه.,Omission,Punctuation,None,None
53,n_dialog_13_42.txt,4011744020,1274,1278,برای,به,Replacement,Main signs,Consonants,None
54,n_dialog_13_42.txt,4011744020,1279,1284,ایشون,ایشان,Replacement,Main signs,Consonants,None
55,n_dialog_13_42.txt,4011744020,1290,1300,به  رسانید,برسانید.,Replacement,Form,Boundary,Splitting
56,n_dialog_13_42.txt,4011744020,1290,1300,به  رسانید,برسانید!,Omission,Punctuation,None,None
57,n_dialog_13_42.txt,4011744020,1345,1350,انشاء,ان شاء,Replacement,Form,Boundary,Merging
58,n_dialog_13_42.txt,4011744020,1377,1382,انشاء,ان شاء,Replacement,Form,Boundary,Merging
59,n_dialog_13_42.txt,4011744020,1383,1387,الله,اللّه.,Omission,Punctuation,None,None
60,n_dialog_13_42.txt,4011744020,1388,1395,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
61,n_dialog_13_42.txt,4011744020,1417,1424,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
0,n_dialog_14_47.txt,4011744020,56,60,سلام,سلام.,Omission,Punctuation,None,None
1,n_dialog_14_47.txt,4011744020,69,73,سلام,سلام.,Omission,Punctuation,None,None
2,n_dialog_14_47.txt,4011744020,85,88,شما,شما؟,Omission,Punctuation,None,None
3,n_dialog_14_47.txt,4011744020,93,97,هستی,هستی؟,Omission,Punctuation,None,None
4,n_dialog_14_47.txt,4011744020,106,109,بله,بله،,Omission,Punctuation,None,None
5,n_dialog_14_47.txt,4011744020,114,118,هستم,هستم.,Omission,Punctuation,None,None
6,n_dialog_14_47.txt,4011744020,127,131,هستی,هستی؟,Omission,Punctuation,None,None
7,n_dialog_14_47.txt,4011744020,141,145,سلام,سلام.,Omission,Punctuation,None,None
8,n_dialog_14_47.txt,4011744020,187,191,سلام,سلام.,Omission,Punctuation,None,None
9,n_dialog_14_47.txt,4011744020,206,212,نباشید,نباشد.,Omission,Punctuation,None,None
10,n_dialog_14_47.txt,4011744020,251,256,باشید,باشید.,Omission,Punctuation,None,None
11,n_dialog_14_47.txt,4011744020,257,260,شما,شما؟,Omission,Punctuation,None,None
12,n_dialog_14_47.txt,4011744020,319,322,بله,بله،,Omission,Punctuation,None,None
13,n_dialog_14_47.txt,4011744020,323,327,کوجه,گوجه,Replacement,Main signs,Consonants,گ
14,n_dialog_14_47.txt,4011744020,328,332,دارم,دارم.,Omission,Punctuation,None,None
15,n_dialog_14_47.txt,4011744020,342,348,ببخشید,ببخشید،,Omission,Punctuation,None,None
16,n_dialog_14_47.txt,4011744020,349,353,کیلو,کیلویی,Omission,Main signs,Consonants,ی
17,n_dialog_14_47.txt,4011744020,349,353,کیلو,کیلویی,Replacement,Main signs,Vowels,Short vowels
18,n_dialog_14_47.txt,4011744020,354,357,چند,چند؟,Omission,Punctuation,None,None
19,n_dialog_14_47.txt,4011744020,386,390,کیلو,کیلویی,Replacement,Main signs,Vowels,Short vowels
20,n_dialog_14_47.txt,4011744020,386,390,کیلو,کیلویی,Omission,Main signs,Consonants,ی
21,n_dialog_14_47.txt,4011744020,394,399,تومان,تومان.,Omission,Punctuation,None,None
22,n_dialog_14_47.txt,4011744020,420,424,خوام,خواهم.,Omission,Main signs,Consonants,هـ
23,n_dialog_14_47.txt,4011744020,420,424,خوام,خواهم.,Omission,Punctuation,None,None
24,n_dialog_14_47.txt,4011744020,452,455,باش,باشه,Omission,Main signs,Consonants,هـ
25,n_dialog_14_47.txt,4011744020,452,455,باش,باشه.,Omission,Punctuation,None,None
26,n_dialog_14_47.txt,4011744020,470,474,کیلو,کیلویی,Replacement,Main signs,Vowels,Short vowels
27,n_dialog_14_47.txt,4011744020,470,474,کیلو,کیلویی,Omission,Main signs,Consonants,ی
28,n_dialog_14_47.txt,4011744020,475,478,چند,چند؟,Omission,Punctuation,None,None
29,n_dialog_14_47.txt,4011744020,515,519,کیلو,کیلویی,Omission,Main signs,Consonants,ی
30,n_dialog_14_47.txt,4011744020,515,519,کیلو,کیلویی,Replacement,Main signs,Vowels,Short vowels
31,n_dialog_14_47.txt,4011744020,523,528,تومان,تومان.,Omission,Punctuation,None,None
32,n_dialog_14_47.txt,4011744020,547,551,خیار,خیار.,Omission,Punctuation,None,None
33,n_dialog_14_47.txt,4011744020,589,594,خواهی,خواهی؟,Omission,Punctuation,None,None
34,n_dialog_14_47.txt,4011744020,609,614,گرونک,گران,Replacement,Main signs,Consonants,None
35,n_dialog_14_47.txt,4011744020,609,614,گرونک,گران,ADD,Main signs,Consonants,None
36,n_dialog_14_47.txt,4011744020,638,641,باش,باشه,Omission,Main signs,Consonants,هـ
37,n_dialog_14_47.txt,4011744020,651,654,دهم,دهم.,Omission,Punctuation,None,None
38,n_dialog_14_47.txt,4011744020,718,721,باش,باشه,Omission,Main signs,Consonants,هـ
39,n_dialog_14_47.txt,4011744020,718,721,باش,باشه.,Omission,Punctuation,None,None
40,n_dialog_14_47.txt,4011744020,725,730,تومان,تومان.,Omission,Punctuation,None,None
41,n_dialog_14_47.txt,4011744020,740,743,باش,باشه.,Omission,Punctuation,None,None
42,n_dialog_14_47.txt,4011744020,755,759,خوام,خواهم,Omission,Main signs,Consonants,هـ
43,n_dialog_14_47.txt,4011744020,755,759,خوام,خواهم.,Omission,Punctuation,None,None
44,n_dialog_14_47.txt,4011744020,794,797,شما,شما؟,Omission,Punctuation,None,None
45,n_dialog_14_47.txt,4011744020,811,815,خوام,خواهم.,Omission,Main signs,Consonants,هـ
46,n_dialog_14_47.txt,4011744020,811,815,خوام,خواهم.,Omission,Punctuation,None,None
47,n_dialog_14_47.txt,4011744020,856,860,خوام,خواهی,Replacement,Main signs,Consonants,ی
48,n_dialog_14_47.txt,4011744020,856,860,خوام,خواهی,Omission,Main signs,Consonants,هـ
49,n_dialog_14_47.txt,4011744020,871,874,شما,شما؟,Omission,Punctuation,None,None
50,n_dialog_14_47.txt,4011744020,884,887,بله,بله،,Omission,Punctuation,None,None
51,n_dialog_14_47.txt,4011744020,896,900,کیلو,کیلویی,Omission,Main signs,Consonants,ی
52,n_dialog_14_47.txt,4011744020,896,900,کیلو,کیلویی,Replacement,Main signs,Vowels,Short vowels
53,n_dialog_14_47.txt,4011744020,901,904,چند,چند؟,Omission,Punctuation,None,None
54,n_dialog_14_47.txt,4011744020,920,924,کیلو,کیلویی؟,Replacement,Main signs,Vowels,Short vowels
55,n_dialog_14_47.txt,4011744020,920,924,کیلو,کیلویی؟,Omission,Main signs,Consonants,ی
56,n_dialog_14_47.txt,4011744020,920,924,کیلو,کیلویی؟,Omission,Punctuation,None,None
57,n_dialog_14_47.txt,4011744020,935,937,یا,یک,Replacement,Main signs,Consonants,ک
58,n_dialog_14_47.txt,4011744020,946,949,نیم,نیم.,Omission,Punctuation,None,None
59,n_dialog_14_47.txt,4011744020,959,963,باشه,باشه.,Omission,Punctuation,None,None
60,n_dialog_14_47.txt,4011744020,975,979,خوام,خواهم,Omission,Main signs,Consonants,هـ
61,n_dialog_14_47.txt,4011744020,975,979,خوام,خواهم.,Omission,Punctuation,None,None
62,n_dialog_14_47.txt,4011744020,1013,1016,باش,باشه.,Omission,Punctuation,None,None
63,n_dialog_14_47.txt,4011744020,1035,1038,است,است.,Omission,Punctuation,None,None
64,n_dialog_14_47.txt,4011744020,1082,1085,همه,همه؟,Omission,Main signs,Consonants,None
65,n_dialog_14_47.txt,4011744020,1095,1098,بله,بله،,Omission,Punctuation,None,None
66,n_dialog_14_47.txt,4011744020,1099,1102,همه,همه.,Omission,Punctuation,None,None
67,n_dialog_14_47.txt,4011744020,1132,1135,باش,باشه.,Omission,Punctuation,None,None
68,n_dialog_14_47.txt,4011744020,1145,1149,پنجح,پنج,ADD,Main signs,Consonants,None
69,n_dialog_14_47.txt,4011744020,1206,1211,تومان,تومان.,Omission,Punctuation,None,None
70,n_dialog_14_47.txt,4011744020,1239,1244,تومان,تومان.,Omission,Punctuation,None,None
71,n_dialog_14_47.txt,4011744020,1264,1269,نداری,ندارد.,Omission,Punctuation,None,None
72,n_dialog_14_47.txt,4011744020,1279,1281,نه,نه،,Omission,Punctuation,None,None
73,n_dialog_14_47.txt,4011744020,1291,1294,کنم,کنم.,Omission,Punctuation,None,None
74,n_dialog_14_47.txt,4011744020,1315,1320,ممنون,ممنون.,Omission,Punctuation,None,None
75,n_dialog_14_47.txt,4011744020,1330,1335,ممنون,ممنون.,Omission,Punctuation,None,None
76,n_dialog_14_47.txt,4011744020,1336,1339,دست,دستت,Omission,Main signs,Consonants,ت
77,n_dialog_14_47.txt,4011744020,1344,1348,نکند,نکند.,Omission,Punctuation,None,None
78,n_dialog_14_47.txt,4011744020,1380,1383,کنم,کنم.,Omission,Punctuation,None,None
79,n_dialog_14_47.txt,4011744020,1393,1400,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
80,n_dialog_14_47.txt,4011744020,1450,1457,خداحافظ,خداحافظ.,Omission,Punctuation,None,None
0,n_dictation_10_0.txt,4011714021,14,18,املا,املاء,Omission,Form,Place,ء
1,n_dictation_10_0.txt,4011714021,19,23,مذکر,مذکّر,Omission,Diacritic signs,Tashdid,None
2,n_dictation_10_0.txt,4011714021,45,48,گفت,گفت:,Omission,Punctuation,None,None
